source,temperature,filename,lexical_diversity,semantic_diversity,novelty,surprise
gpt-4.1,0.001,gpt4_10_clean.txt,0.88,0.8215852392670611,0.060635507106781,1.4730461835861206
gpt-4.1,0.001,gpt4_11_clean.txt,0.8304093567251462,0.7592295781696454,0.0421350300312042,1.3189637660980225
gpt-4.1,0.001,gpt4_12_clean.txt,0.8509316770186336,0.7400901964153156,0.0108652114868164,1.4156711101531982
gpt-4.1,0.001,gpt4_13_clean.txt,0.8490566037735849,0.7547960852501437,0.0416058003902435,1.381508708000183
gpt-4.1,0.001,gpt4_14_clean.txt,0.8300653594771242,0.8033869338753269,0.0122901201248168,1.4319519996643066
gpt-4.1,0.001,gpt4_15_clean.txt,0.8701298701298701,0.8045094347732664,0.0264587104320526,1.4293934106826782
gpt-4.1,0.001,gpt4_16_clean.txt,0.8943661971830986,0.7328413953384268,0.0326371192932128,1.4378255605697632
gpt-4.1,0.001,gpt4_17_clean.txt,0.8723404255319149,0.7876606553698478,0.0385006368160247,1.4838413000106812
gpt-4.1,0.001,gpt4_18_clean.txt,0.875,0.7352728243773843,0.0004114806652069,1.4716300964355469
gpt-4.1,0.001,gpt4_19_clean.txt,0.8536585365853658,0.7336356987804414,0.0621322244405746,1.5007259845733643
gpt-4.1,0.001,gpt4_1_clean.txt,0.9383561643835616,0.8343584449328214,0.0510891377925872,1.523010015487671
gpt-4.1,0.001,gpt4_20_clean.txt,0.8827160493827161,0.7777800278964945,0.0211892426013946,1.4165184497833252
gpt-4.1,0.001,gpt4_21_clean.txt,0.9078014184397164,0.7487339221080477,0.0453408956527709,1.3876599073410034
gpt-4.1,0.001,gpt4_2_clean.txt,0.8248587570621468,0.743795756389472,0.0196840465068817,1.4052155017852783
gpt-4.1,0.001,gpt4_3_clean.txt,0.891156462585034,0.7461454040377921,0.0504814237356185,1.3528565168380737
gpt-4.1,0.001,gpt4_4_clean.txt,0.8827160493827161,0.8314677597116784,0.0024521946907043,1.463058352470398
gpt-4.1,0.001,gpt4_5_clean.txt,0.9051094890510948,0.8253176374105345,0.0372330546379089,1.4009716510772705
gpt-4.1,0.001,gpt4_6_clean.txt,0.8701298701298701,0.8202951059963329,0.0290862619876861,1.4447730779647827
gpt-4.1,0.001,gpt4_7_clean.txt,0.8741721854304636,0.7981456609687988,0.0407046973705291,1.4103095531463623
gpt-4.1,0.001,gpt4_8_clean.txt,0.8763440860215054,0.8172285050519561,0.1006914973258972,1.507301688194275
gpt-4.1,0.001,gpt4_9_clean.txt,0.8628571428571429,0.814338265824663,0.0621637403964996,1.4801746606826782
gpt-4.1,0.334,gpt4_10_clean.txt,0.8418079096045198,0.8272239391592779,0.0474913716316223,1.4215856790542603
gpt-4.1,0.334,gpt4_11_clean.txt,0.8633093525179856,0.8183019303259574,0.0220871567726135,1.444798231124878
gpt-4.1,0.334,gpt4_12_clean.txt,0.8523489932885906,0.8388943401317223,0.0225518643856048,1.4426413774490356
gpt-4.1,0.334,gpt4_13_clean.txt,0.872093023255814,0.8168921744449955,0.0389275252819061,1.4546494483947754
gpt-4.1,0.334,gpt4_14_clean.txt,0.8703703703703703,0.8275389073676419,0.0186395645141601,1.4227476119995117
gpt-4.1,0.334,gpt4_15_clean.txt,0.8662790697674418,0.8273415206305755,0.0137654840946197,1.4620311260223389
gpt-4.1,0.334,gpt4_16_clean.txt,0.8647058823529412,0.8030993205134938,0.0125605762004852,1.4242452383041382
gpt-4.1,0.334,gpt4_17_clean.txt,0.8580246913580247,0.7922650527534589,0.0107493698596954,1.475165605545044
gpt-4.1,0.334,gpt4_18_clean.txt,0.8980891719745223,0.8225629902434378,0.0144615173339843,1.5003280639648438
gpt-4.1,0.334,gpt4_19_clean.txt,0.8714285714285714,0.8188713781054782,0.0138481557369232,1.4693554639816284
gpt-4.1,0.334,gpt4_1_clean.txt,0.8242424242424242,0.8259786932653979,0.0141471624374389,1.4563709497451782
gpt-4.1,0.334,gpt4_20_clean.txt,0.8698630136986302,0.8062293276883766,0.0292718410491943,1.391096591949463
gpt-4.1,0.334,gpt4_21_clean.txt,0.8428571428571429,0.836657345458323,0.0017555058002471,1.4964476823806763
gpt-4.1,0.334,gpt4_2_clean.txt,0.9324324324324323,0.82515667431929,0.0190257132053375,1.4087969064712524
gpt-4.1,0.334,gpt4_3_clean.txt,0.8958333333333334,0.8514717995472627,0.1608186066150665,1.447157621383667
gpt-4.1,0.334,gpt4_4_clean.txt,0.8797814207650273,0.8240515889216514,0.0355181694030761,1.4611161947250366
gpt-4.1,0.334,gpt4_5_clean.txt,0.8342541436464088,0.8804152772585728,0.1250073313713073,1.4580307006835938
gpt-4.1,0.334,gpt4_6_clean.txt,0.8908045977011494,0.8237184781566003,0.037353366613388,1.4982014894485474
gpt-4.1,0.334,gpt4_7_clean.txt,0.831081081081081,0.8142251403846996,0.0165282785892486,1.412325382232666
gpt-4.1,0.334,gpt4_8_clean.txt,0.8867924528301887,0.8177163831857588,0.0601459741592407,1.3836512565612793
gpt-4.1,0.334,gpt4_9_clean.txt,0.89937106918239,0.8016479970467625,0.0106321275234222,1.5198566913604736
gpt-4.1,0.667,gpt4_10_clean.txt,0.9013157894736842,0.8391706339599101,0.0032488703727722,1.4527605772018433
gpt-4.1,0.667,gpt4_11_clean.txt,0.9520958083832336,0.8701125546588672,0.0676198303699493,1.5367112159729004
gpt-4.1,0.667,gpt4_12_clean.txt,0.8764705882352941,0.8166705434273406,0.0547564923763275,1.4595012664794922
gpt-4.1,0.667,gpt4_13_clean.txt,0.8263157894736842,0.8577782260336891,0.0373884141445159,1.4285367727279663
gpt-4.1,0.667,gpt4_14_clean.txt,0.8375,0.8121111655838359,0.0071021318435668,1.4362168312072754
gpt-4.1,0.667,gpt4_15_clean.txt,0.8248587570621468,0.8165517504781421,0.0265338122844696,1.3638341426849365
gpt-4.1,0.667,gpt4_16_clean.txt,0.8950617283950617,0.8466613648553284,0.0099166929721832,1.4127751588821411
gpt-4.1,0.667,gpt4_17_clean.txt,0.9272727272727272,0.8629804401060053,0.0789617002010345,1.599392056465149
gpt-4.1,0.667,gpt4_18_clean.txt,0.8691099476439791,0.8475755723185583,0.0406533777713775,1.5173472166061401
gpt-4.1,0.667,gpt4_19_clean.txt,0.9152542372881356,0.8510584816813771,0.0169869065284729,1.5346064567565918
gpt-4.1,0.667,gpt4_1_clean.txt,0.8994413407821229,0.8361447594602239,0.0108604729175567,1.4749116897583008
gpt-4.1,0.667,gpt4_20_clean.txt,0.8578947368421053,0.8494201613408081,0.0601798593997955,1.4931719303131104
gpt-4.1,0.667,gpt4_21_clean.txt,0.8588235294117647,0.8403992161178347,0.0500411689281463,1.4469486474990845
gpt-4.1,0.667,gpt4_2_clean.txt,0.8333333333333334,0.8127798547748564,0.0374549329280853,1.4092767238616943
gpt-4.1,0.667,gpt4_3_clean.txt,0.8862275449101796,0.8409996399785502,0.0077182948589324,1.3795759677886963
gpt-4.1,0.667,gpt4_4_clean.txt,0.9185185185185184,0.8614253557248832,0.0072809159755706,1.4429291486740112
gpt-4.1,0.667,gpt4_5_clean.txt,0.8947368421052632,0.8335292318692279,0.0009449422359466,1.4601942300796509
gpt-4.1,0.667,gpt4_6_clean.txt,0.8993288590604027,0.8458948455393457,0.0373069643974304,1.3757801055908203
gpt-4.1,0.667,gpt4_7_clean.txt,0.9085365853658536,0.81802757382231,0.0120314061641693,1.4010021686553955
gpt-4.1,0.667,gpt4_8_clean.txt,0.8342245989304813,0.8246373224932875,0.0015175640583038,1.3642199039459229
gpt-4.1,0.667,gpt4_9_clean.txt,0.8633540372670807,0.83729411426869,0.019867718219757,1.5275958776474
gpt-4.1,1.0,gpt4_10_clean.txt,0.8465608465608465,0.912111373725586,0.1746169924736023,1.413931131362915
gpt-4.1,1.0,gpt4_11_clean.txt,0.8272251308900523,0.8433589695648925,0.0660215616226196,1.4235070943832397
gpt-4.1,1.0,gpt4_12_clean.txt,0.8978494623655914,0.8625347404962418,0.029051274061203,1.4526227712631226
gpt-4.1,1.0,gpt4_13_clean.txt,0.877906976744186,0.8846126087001427,0.0655410885810852,1.5711625814437866
gpt-4.1,1.0,gpt4_14_clean.txt,0.9155844155844156,0.8630317646741875,0.0227571129798889,1.4512290954589844
gpt-4.1,1.0,gpt4_15_clean.txt,0.8720379146919431,0.8793803665012446,0.0101960897445678,1.5052536725997925
gpt-4.1,1.0,gpt4_16_clean.txt,0.907514450867052,0.8315091218335061,0.0777059197425842,1.3682373762130737
gpt-4.1,1.0,gpt4_17_clean.txt,0.8944723618090452,0.8953437687600144,0.0649157166481018,1.4700289964675903
gpt-4.1,1.0,gpt4_18_clean.txt,0.9219858156028368,0.8724232634254354,0.0601717233657836,1.5392045974731445
gpt-4.1,1.0,gpt4_19_clean.txt,0.8357487922705314,0.8641810090138241,0.0302397012710571,1.4727299213409424
gpt-4.1,1.0,gpt4_1_clean.txt,0.8628571428571429,0.8685108071046552,0.0448929369449615,1.4411426782608032
gpt-4.1,1.0,gpt4_20_clean.txt,0.8176470588235294,0.8656891371711555,0.0662065148353576,1.4345207214355469
gpt-4.1,1.0,gpt4_21_clean.txt,0.8764705882352941,0.8730766443014732,0.0222634077072143,1.398884654045105
gpt-4.1,1.0,gpt4_2_clean.txt,0.8771929824561403,0.8440580460100328,0.0752642750740051,1.4804273843765259
gpt-4.1,1.0,gpt4_3_clean.txt,0.8975903614457831,0.8639076566057358,0.0211874842643737,1.5512890815734863
gpt-4.1,1.0,gpt4_4_clean.txt,0.9036144578313252,0.8514205815283382,0.070792555809021,1.5701581239700317
gpt-4.1,1.0,gpt4_5_clean.txt,0.842391304347826,0.84760805833754,0.0395098328590393,1.4486939907073975
gpt-4.1,1.0,gpt4_6_clean.txt,0.8552631578947368,0.8687497322846307,0.0113831460475921,1.4977610111236572
gpt-4.1,1.0,gpt4_7_clean.txt,0.8963414634146342,0.8726259727153253,0.0384496450424194,1.5149493217468262
gpt-4.1,1.0,gpt4_8_clean.txt,0.8511627906976744,0.8311246653659679,0.1387630701065063,1.4571236371994019
gpt-4.1,1.0,gpt4_9_clean.txt,0.837696335078534,0.8514538667223855,0.0279625058174133,1.3706368207931519
gpt-4.1,1.334,gpt4_10_clean.txt,0.8616352201257862,0.9013077904596062,0.1502001583576202,1.4850693941116333
gpt-4.1,1.334,gpt4_11_clean.txt,0.865979381443299,0.8332145119506272,0.0944854319095611,1.3214069604873657
gpt-4.1,1.334,gpt4_12_clean.txt,0.9027027027027028,0.8702114984741773,0.0280380547046661,1.5330480337142944
gpt-4.1,1.334,gpt4_13_clean.txt,0.8944099378881988,0.8753858713305971,0.0160763263702392,1.5321705341339111
gpt-4.1,1.334,gpt4_14_clean.txt,0.8730964467005076,0.8662180371611747,0.031223326921463,1.3979028463363647
gpt-4.1,1.334,gpt4_15_clean.txt,0.9085714285714286,0.8646024860047905,0.0924982130527496,1.401916265487671
gpt-4.1,1.334,gpt4_16_clean.txt,0.8971428571428571,0.8778840644399794,0.0044439733028411,1.4141361713409424
gpt-4.1,1.334,gpt4_17_clean.txt,0.8795180722891566,0.8577131281311747,2.5570392608642575e-05,1.4139378070831299
gpt-4.1,1.334,gpt4_18_clean.txt,0.9157303370786516,0.8668633924851363,0.0237297117710113,1.4339903593063354
gpt-4.1,1.334,gpt4_19_clean.txt,0.8947368421052632,0.8992549839637065,0.0627522766590118,1.5304834842681885
gpt-4.1,1.334,gpt4_1_clean.txt,0.9171270718232044,0.8456078793948265,0.0261324346065521,1.4629828929901123
gpt-4.1,1.334,gpt4_20_clean.txt,0.9182692307692308,0.894847269024043,0.0229720175266265,1.4290190935134888
gpt-4.1,1.334,gpt4_21_clean.txt,0.9069767441860463,0.8601888591986222,0.1060102880001068,1.3453843593597412
gpt-4.1,1.334,gpt4_2_clean.txt,0.9387755102040816,0.8767499341771161,0.0604378581047058,1.3799817562103271
gpt-4.1,1.334,gpt4_3_clean.txt,0.9166666666666666,0.8723833815755873,0.0437935888767242,1.5390760898590088
gpt-4.1,1.334,gpt4_4_clean.txt,0.8770053475935828,0.8490571677084867,0.0889199078083038,1.3489429950714111
gpt-4.1,1.334,gpt4_5_clean.txt,0.89,0.8563870389201143,0.0018134415149688,1.4468361139297485
gpt-4.1,1.334,gpt4_6_clean.txt,0.8865979381443299,0.8609417875808113,0.0777661800384521,1.3821061849594116
gpt-4.1,1.334,gpt4_7_clean.txt,0.9,0.8393840539431807,0.0657643377780914,1.4337139129638672
gpt-4.1,1.334,gpt4_8_clean.txt,0.8728323699421965,0.8625368056922091,0.0202125608921051,1.4714802503585815
gpt-4.1,1.334,gpt4_9_clean.txt,0.9090909090909092,0.8912098356595028,0.0365566611289978,1.4470021724700928
gpt-4.1,1.667,gpt4_10_clean.txt,0.8881987577639752,0.8840005410964733,0.0118177533149719,1.4931597709655762
gpt-4.1,1.667,gpt4_11_clean.txt,0.8811881188118812,0.8714598804855626,0.0108956694602966,1.4661338329315186
gpt-4.1,1.667,gpt4_12_clean.txt,0.872093023255814,0.883379618459396,0.0778279900550842,1.4087594747543335
gpt-4.1,1.667,gpt4_13_clean.txt,0.8736263736263736,0.8790034359161844,0.0069229006767272,1.4970004558563232
gpt-4.1,1.667,gpt4_14_clean.txt,0.8478260869565217,0.8636078240100229,0.0319590270519256,1.542999029159546
gpt-4.1,1.667,gpt4_15_clean.txt,0.8715083798882681,0.8732335732366387,0.0792096853256225,1.473042368888855
gpt-4.1,1.667,gpt4_16_clean.txt,0.8914285714285715,0.8779506829022019,0.0671877562999725,1.4040238857269287
gpt-4.1,1.667,gpt4_17_clean.txt,0.8947368421052632,0.8864663875252273,0.0075873136520385,1.5226327180862427
gpt-4.1,1.667,gpt4_18_clean.txt,0.8725490196078431,0.8724711293282752,0.004519760608673,1.4910298585891724
gpt-4.1,1.667,gpt4_19_clean.txt,0.9017341040462428,0.9112176043490964,0.0921627283096313,1.374464511871338
gpt-4.1,1.667,gpt4_1_clean.txt,0.8198198198198198,0.8875891155744853,0.0157726407051086,1.4566371440887451
gpt-4.1,1.667,gpt4_20_clean.txt,0.9027777777777778,0.9022369277784368,0.0626368522644043,1.5795091390609741
gpt-4.1,1.667,gpt4_21_clean.txt,0.8941176470588236,0.8990574251198592,0.066641628742218,1.4361428022384644
gpt-4.1,1.667,gpt4_2_clean.txt,0.8454545454545455,0.8682678283655306,0.0060856938362121,1.4130020141601562
gpt-4.1,1.667,gpt4_3_clean.txt,0.8949771689497716,0.8631842739736184,0.0774648785591125,1.3377602100372314
gpt-4.1,1.667,gpt4_4_clean.txt,0.913907284768212,0.8870717559365335,0.0230644345283508,1.5045793056488037
gpt-4.1,1.667,gpt4_5_clean.txt,0.8305084745762712,0.8741207402784379,0.028128832578659,1.477251410484314
gpt-4.1,1.667,gpt4_6_clean.txt,0.885593220338983,0.8831282640520263,0.0918262600898742,1.4205288887023926
gpt-4.1,1.667,gpt4_7_clean.txt,0.8682926829268293,0.8681683763189095,0.041833609342575,1.474938988685608
gpt-4.1,1.667,gpt4_8_clean.txt,0.8440366972477065,0.869805979220688,0.06512451171875,1.424681305885315
gpt-4.1,1.667,gpt4_9_clean.txt,0.8899521531100478,0.8962453942250536,0.0202155709266662,1.4661635160446167
gpt-4.1,2.0,gpt4_10_clean.txt,0.9025641025641026,0.8801971757934438,0.0597684979438781,1.5122519731521606
gpt-4.1,2.0,gpt4_11_clean.txt,0.8554216867469879,0.8960802740734681,0.0850632190704345,1.457107424736023
gpt-4.1,2.0,gpt4_12_clean.txt,0.8783068783068783,0.8833548059948405,0.0533083975315094,1.4866594076156616
gpt-4.1,2.0,gpt4_13_clean.txt,0.8641304347826086,0.868690074227727,0.0718506872653961,1.419071078300476
gpt-4.1,2.0,gpt4_14_clean.txt,0.85,0.8840251358461833,0.0074684619903564,1.5240402221679688
gpt-4.1,2.0,gpt4_15_clean.txt,0.8861386138613861,0.8896768306563217,0.0470305979251861,1.436264157295227
gpt-4.1,2.0,gpt4_16_clean.txt,0.9333333333333332,0.8967270520131514,0.0172880291938781,1.4677929878234863
gpt-4.1,2.0,gpt4_17_clean.txt,0.8657407407407407,0.8768057874590756,0.0560866892337799,1.4912827014923096
gpt-4.1,2.0,gpt4_18_clean.txt,0.8855421686746988,0.9006867456252264,0.0644946098327636,1.528409719467163
gpt-4.1,2.0,gpt4_19_clean.txt,0.906040268456376,0.8891163034669123,0.0317668914794921,1.373525619506836
gpt-4.1,2.0,gpt4_1_clean.txt,0.8655913978494624,0.8907283009348327,0.0901600122451782,1.3804194927215576
gpt-4.1,2.0,gpt4_20_clean.txt,0.9157303370786516,0.9021952149297674,0.1086664795875549,1.4384385347366333
gpt-4.1,2.0,gpt4_21_clean.txt,0.888268156424581,0.8898395675438576,0.0203685760498046,1.4908356666564941
gpt-4.1,2.0,gpt4_2_clean.txt,0.8833333333333333,0.8849712844557768,0.0694096088409423,1.4758743047714233
gpt-4.1,2.0,gpt4_3_clean.txt,0.9017341040462428,0.8994371149126489,0.0298535823822021,1.2403206825256348
gpt-4.1,2.0,gpt4_4_clean.txt,0.8705882352941177,0.8955807914550283,0.0120768547058105,1.4393553733825684
gpt-4.1,2.0,gpt4_5_clean.txt,0.8493150684931506,0.8777881260466267,0.0094358921051025,1.4542195796966553
gpt-4.1,2.0,gpt4_6_clean.txt,0.882051282051282,0.8683885055100564,0.0405595302581787,1.454418659210205
gpt-4.1,2.0,gpt4_7_clean.txt,0.8241206030150754,0.877339743313284,0.035351812839508,1.516973853111267
gpt-4.1,2.0,gpt4_8_clean.txt,0.8888888888888888,0.8910535859858948,0.1074665188789367,1.5070418119430542
gpt-4.1,2.0,gpt4_9_clean.txt,0.8627450980392157,0.894286332333741,0.0394615530967712,1.3790063858032227
human,human,story10_clean.txt,0.7894736842105263,0.9162140509895862,0.1048403978347778,1.3264235258102417
human,human,story11_clean.txt,0.8536585365853658,0.9131574391400414,0.0643545389175415,1.2918654680252075
human,human,story12_clean.txt,0.8161764705882353,0.9208105348991438,0.0125253796577453,1.4526722431182861
human,human,story13_clean.txt,0.6936936936936937,0.9197362163643146,0.0966266989707946,1.1332963705062866
human,human,story14_clean.txt,0.8360655737704918,0.91858524894911,0.0283615589141845,1.2593451738357544
human,human,story15_clean.txt,0.6879432624113475,0.9028634704627052,0.0633242726325988,1.3295798301696777
human,human,story16_clean.txt,0.7165775401069518,0.913862650503414,0.0554624199867248,1.308681607246399
human,human,story17_clean.txt,0.7485029940119761,0.915916139767746,0.01288503408432,1.3686717748641968
human,human,story18_clean.txt,0.7837837837837838,0.9688236502927786,0.1992173790931701,1.3514138460159302
human,human,story19_clean.txt,0.8055555555555556,0.9457639908783704,0.0898529887199401,1.5379925966262817
human,human,story1_clean.txt,0.71900826446281,0.9285831059791728,0.0505111217498779,1.4370204210281372
human,human,story20_clean.txt,0.5729166666666666,0.8975503987814114,0.0201966762542724,1.1528592109680176
human,human,story21_clean.txt,0.8269230769230769,0.925447292239122,0.1519299149513244,1.2973966598510742
human,human,story22_clean.txt,0.6653386454183267,0.8790967570240116,0.0286372303962707,1.3239130973815918
human,human,story23_clean.txt,0.7676767676767676,0.9287306348913104,0.0395818352699279,1.2506444454193115
human,human,story2_clean.txt,0.6372093023255814,0.8967949799049272,0.0148091912269592,0.9509872198104858
human,human,story4_clean.txt,0.6204819277108434,0.9001184121113259,0.1032952666282653,1.097466230392456
human,human,story5_clean.txt,0.7942857142857143,0.9323090727205796,0.0121721625328063,1.3660855293273926
human,human,story7_clean.txt,0.7616580310880829,0.8976269418173167,0.046669602394104,1.1371967792510986
human,human,story8_clean.txt,0.780952380952381,0.9126341744580732,0.0664764642715454,1.3368675708770752
human,human,story9_clean.txt,0.7924528301886793,0.9123729068004702,0.1413264870643615,1.5039340257644653
